NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
4,7,13,179,33,7,0,0,12,8,4,5,0,62,0,0,0,0,0,125,110,66,0,2,0,0.07101683213023302,0.3502565008131485,0,0,0,0,0,0.3036910240599683,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0
3,8,6,79,46,5,0,0,10,1,16,5,0,19,0,0,0,0,0,31,85,51,0,1,0,0.3994854514141659,0.9067713414108265,0,0,0,0,0,0.22149682738152543,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0
4,13,12,49,13,7,0,0,7,5,4,7,0,11,0,0,0,0,0,69,147,5,0,0,0,0.11453180193055879,0.7445331858661988,0,0,0,0,0,0.11216469609496138,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
9,4,8,68,22,8,0,0,1,9,19,18,0,6,0,0,0,0,0,102,21,113,0,1,0,0.6807912075829382,0.8610564460657606,0,0,0,0,0,0.3145568912921466,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0
6,9,16,235,1,3,0,0,11,17,7,21,0,7,0,0,0,0,0,48,14,137,0,2,0,0.5061775542085566,0.42068736366763737,0,0,0,0,0,0.9665785485817421,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1
1,10,11,61,30,4,0,0,7,1,21,1,0,107,0,0,0,0,0,134,97,70,0,0,0,0.0446882612864129,0.2979250319991391,0,0,0,0,0,0.265188560519261,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
20,1,9,133,47,3,0,0,2,10,14,11,0,0,0,0,0,0,0,118,77,110,0,2,0,0.28878241870504695,0.3212850986316349,0,0,0,0,0,0.7058129573497807,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1
16,10,10,168,5,8,0,0,7,17,17,9,0,72,0,0,0,0,0,102,68,116,0,0,0,0.07855252455206374,0.496277363252158,0,0,0,0,0,0.45423224012419006,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0
6,4,3,95,1,0,0,0,5,10,22,15,0,54,0,0,0,0,0,87,32,40,0,0,0,0.3845376764772277,0.057554198911461074,0,0,0,0,0,0.9931766908618659,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
3,5,0,48,21,0,0,0,5,5,20,8,0,49,0,0,0,0,0,114,22,12,0,0,0,0.42790287974744423,0.9094450140149987,0,0,0,0,0,0.47104263635486265,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0
9,9,8,21,14,3,0,0,2,7,3,12,0,32,0,0,0,0,0,10,37,80,0,1,0,0.2042564938624346,0.2808818396578129,0,0,0,0,0,0.45094497586735205,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
15,13,13,101,38,5,0,0,1,12,19,9,0,45,0,0,0,0,0,105,122,178,0,1,0,0.06871301016680631,0.5805851769336954,0,0,0,0,0,0.1298363354479748,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
18,13,15,19,7,4,0,0,7,5,0,4,0,16,0,0,0,0,0,84,27,31,0,1,0,0.8873913222868963,0.4720020615560272,0,0,0,0,0,0.2486037985840669,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
6,10,11,70,42,6,0,0,7,12,22,15,0,21,0,0,0,0,0,103,151,142,0,1,0,0.038999850032840566,0.6528151607547611,0,0,0,0,0,0.6156492306293792,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
16,8,6,235,49,4,0,0,0,16,19,2,0,101,0,0,0,0,0,56,82,1,0,2,0,0.5373445934843496,0.7921089143549586,0,0,0,0,0,0.2401649964107021,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
14,2,10,201,28,6,0,0,2,13,8,16,0,17,0,0,0,0,0,97,151,77,0,0,0,0.9986944298062668,0.43563822426650123,0,0,0,0,0,0.23107963220585326,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0
7,3,4,14,7,1,0,0,8,11,6,6,0,76,0,0,0,0,0,104,105,129,0,0,0,0.8367643668140835,0.9986692320281684,0,0,0,0,0,0.9540195827647949,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1
7,11,17,32,54,6,0,0,2,6,5,15,0,16,0,0,0,0,0,98,131,117,0,1,0,0.09113066216739063,0.7938449106405864,0,0,0,0,0,0.6578879844254256,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,1
8,3,0,77,50,6,0,0,6,5,10,6,0,75,0,0,0,0,0,39,136,14,0,1,0,0.4388905655240971,0.69597873737786,0,0,0,0,0,0.6271573626093373,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
8,7,3,126,47,1,0,0,10,13,4,4,0,13,0,0,0,0,0,134,126,100,0,0,0,0.24751411465890671,0.6562347927160996,0,0,0,0,0,0.7072920261849007,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,1
5,12,17,117,3,0,0,0,8,9,13,0,0,62,0,0,0,0,0,44,88,175,0,0,0,0.8513559042836837,0.58011636541744,0,0,0,0,0,0.02354720526931886,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
2,1,6,155,3,4,0,0,13,13,16,1,0,98,0,0,0,0,0,77,108,163,0,2,0,0.11692855198059271,0.7198544978111805,0,0,0,0,0,0.9614257523575205,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,1
18,11,8,97,5,5,0,0,7,6,9,9,0,28,0,0,0,0,0,111,53,86,0,2,0,0.999764124325481,0.313825680361962,0,0,0,0,0,0.2308206989840592,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0
7,10,13,224,15,6,0,0,13,0,10,5,0,30,0,0,0,0,0,113,145,169,0,0,0,0.872802482860209,0.844672334983191,0,0,0,0,0,0.594854186505591,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
16,1,4,233,18,3,0,0,8,3,3,1,0,8,0,0,0,0,0,26,78,79,0,2,0,0.8430906344290209,0.4065547491042186,0,0,0,0,0,0.15743466330028077,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0
12,8,13,246,54,3,0,0,2,16,18,10,0,73,0,0,0,0,0,80,46,100,0,0,0,0.11256140555754601,0.30544016366275606,0,0,0,0,0,0.8907938290202312,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
15,13,12,71,3,4,0,0,1,0,20,16,0,6,0,0,0,0,0,61,138,37,0,0,0,0.24962124784494322,0.308150657606029,0,0,0,0,0,0.9559021980689022,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1
3,10,3,79,52,1,0,0,7,6,13,19,0,53,0,0,0,0,0,78,110,94,0,2,0,0.11808741881318352,0.3403861770873319,0,0,0,0,0,0.38687558844843895,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0
7,9,8,183,13,1,0,0,7,12,13,13,0,3,0,0,0,0,0,136,45,99,0,0,0,0.14451029219706046,0.7382101276242499,0,0,0,0,0,0.2751515704914771,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0
2,3,0,116,37,0,0,0,1,16,4,11,0,83,0,0,0,0,0,37,100,185,0,1,0,0.6035345829951577,0.19152987491989093,0,0,0,0,0,0.9135336945054334,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,1
13,6,2,207,24,8,0,0,0,0,9,9,0,67,0,0,0,0,0,62,65,174,0,2,0,0.5168718731680171,0.5864821648008482,0,0,0,0,0,0.8231461930030051,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1
4,0,1,157,48,1,0,0,8,15,18,21,0,67,0,0,0,0,0,88,75,169,0,2,0,0.3766991925523663,0.778912305327292,0,0,0,0,0,0.2775419694777478,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0
10,5,2,226,18,6,0,0,8,15,1,10,0,64,0,0,0,0,0,54,0,111,0,2,0,0.34794983206475694,0.7924894037347727,0,0,0,0,0,0.9616700767097944,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,1
9,4,12,167,28,4,0,0,2,13,21,17,0,81,0,0,0,0,0,134,90,15,0,2,0,0.3756021707833286,0.7121253900864265,0,0,0,0,0,0.0027483401474821534,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0
13,6,12,163,28,4,0,0,9,2,12,6,0,25,0,0,0,0,0,13,34,45,0,2,0,0.8784405539757854,0.30911005758480514,0,0,0,0,0,0.0549542220740421,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0
16,3,0,208,35,3,0,0,12,6,11,19,0,49,0,0,0,0,0,74,79,70,0,2,0,0.9202943396731146,0.36428035951358195,0,0,0,0,0,0.642835171018761,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1
12,1,2,102,1,8,0,0,5,14,8,10,0,35,0,0,0,0,0,39,0,45,0,0,0,0.13933377865526198,0.4870247712945148,0,0,0,0,0,0.43961487238517283,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0
17,3,15,15,53,7,0,0,7,8,14,20,0,92,0,0,0,0,0,86,87,26,0,1,0,0.758293133738552,0.3577168286232931,0,0,0,0,0,0.6278787757291857,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,1
1,1,2,249,10,1,0,0,14,14,17,13,0,77,0,0,0,0,0,93,112,10,0,0,0,0.19938260228360172,0.9366376420509014,0,0,0,0,0,0.8196706054676042,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0
18,1,5,166,48,1,0,0,5,2,21,10,0,79,0,0,0,0,0,49,87,97,0,0,0,0.5433694589351835,0.29115946019248107,0,0,0,0,0,0.03472651009069827,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0
7,10,15,42,48,4,0,0,6,17,10,18,0,67,0,0,0,0,0,77,15,156,0,0,0,0.03281224193072063,0.7213700527317403,0,0,0,0,0,0.42065326858594987,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
16,6,1,90,43,2,0,0,11,18,14,0,0,48,0,0,0,0,0,77,37,94,0,0,0,0.31834196371395873,0.12879420765872696,0,0,0,0,0,0.10302860864099173,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0
13,1,10,92,44,4,0,0,1,10,22,18,0,17,0,0,0,0,0,7,0,147,0,1,0,0.9467645496240601,0.604948765596266,0,0,0,0,0,0.38354458235752376,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0
5,8,17,81,47,2,0,0,3,2,8,1,0,63,0,0,0,0,0,25,155,182,0,2,0,0.6571616951555023,0.38027228600755425,0,0,0,0,0,0.4081465522183141,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
12,8,5,209,41,4,0,0,8,4,3,3,0,95,0,0,0,0,0,124,18,68,0,0,0,0.8442523623756351,0.24170327082139653,0,0,0,0,0,0.4377507092923518,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0
12,1,6,54,16,8,0,0,13,3,15,10,0,24,0,0,0,0,0,59,52,104,0,2,0,0.3604135287412501,0.2761501747329371,0,0,0,0,0,0.47113614331439135,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
20,9,12,18,34,8,0,0,1,3,13,10,0,103,0,0,0,0,0,46,84,42,0,0,0,0.587936140863356,0.25280691879416406,0,0,0,0,0,0.7152064302397952,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1
3,3,1,155,33,3,0,0,4,13,21,21,0,14,0,0,0,0,0,55,116,33,0,1,0,0.3166787491329546,0.9484448043010744,0,0,0,0,0,0.8239313814801813,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,1
3,6,5,198,48,7,0,0,3,9,4,17,0,82,0,0,0,0,0,78,15,94,0,0,0,0.20701473614573052,0.8534314154130729,0,0,0,0,0,0.7205385693417355,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1
11,9,15,74,44,0,0,0,3,18,4,19,0,70,0,0,0,0,0,73,20,179,0,1,0,0.46694749479358355,0.7340129416018684,0,0,0,0,0,0.5194204396323369,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
13,9,17,228,31,2,0,0,1,9,3,14,0,51,0,0,0,0,0,6,145,26,0,1,0,0.9298625912877209,0.32888115572963883,0,0,0,0,0,0.294941956468475,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1
15,2,17,205,28,8,0,0,1,16,6,21,0,57,0,0,0,0,0,31,141,31,0,2,0,0.9332442206530892,0.8991404229475477,0,0,0,0,0,0.6433444611891105,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1
11,12,5,152,32,4,0,0,7,17,8,19,0,109,0,0,0,0,0,9,18,174,0,2,0,0.3218834968169303,0.8241369115615768,0,0,0,0,0,0.4240595222327309,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0
9,0,2,80,8,7,0,0,3,3,11,9,0,41,0,0,0,0,0,67,150,60,0,2,0,0.577456033765231,0.6309573115924649,0,0,0,0,0,0.5511757680625246,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0
13,12,17,187,0,2,0,0,15,6,15,14,0,19,0,0,0,0,0,114,32,155,0,2,0,0.6475679690744943,0.5838404559258357,0,0,0,0,0,0.2644054492950254,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0
11,11,8,145,48,4,0,0,12,3,0,4,0,38,0,0,0,0,0,11,35,137,0,2,0,0.24194870118456946,0.03731638331186726,0,0,0,0,0,0.2860705636260584,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0
4,2,11,173,6,6,0,0,2,18,15,15,0,25,0,0,0,0,0,25,60,132,0,2,0,0.6936643501292006,0.07498144927222372,0,0,0,0,0,0.5443983344162828,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0
18,9,9,23,46,3,0,0,0,1,13,18,0,49,0,0,0,0,0,92,10,28,0,0,0,0.8955364099693186,0.37483338350038464,0,0,0,0,0,0.5808207632689205,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1
15,3,11,12,13,7,0,0,8,12,5,0,0,11,0,0,0,0,0,27,150,116,0,0,0,0.7458458608786585,0.2845773642398546,0,0,0,0,0,0.551479676475382,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1
17,7,10,96,47,5,0,0,7,13,9,4,0,33,0,0,0,0,0,9,46,178,0,2,0,0.24939600997989597,0.4425160080603361,0,0,0,0,0,0.6942373557331152,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1
7,13,13,163,3,2,0,0,15,1,14,8,0,90,0,0,0,0,0,9,38,159,0,1,0,0.1807094106237136,0.22023739448254998,0,0,0,0,0,0.507294168924319,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
10,4,5,235,1,0,0,0,11,1,11,21,0,44,0,0,0,0,0,109,124,21,0,0,0,0.9546258781864585,0.8812116441295004,0,0,0,0,0,0.24033551811090303,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1
4,9,4,41,6,8,0,0,2,15,4,11,0,110,0,0,0,0,0,47,132,185,0,2,0,0.3308255786172667,0.6422852648990104,0,0,0,0,0,0.4945405929968947,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1
8,8,4,31,21,2,0,0,13,4,1,1,0,92,0,0,0,0,0,37,98,26,0,2,0,0.26861089286285356,0.42279157013801616,0,0,0,0,0,0.38965490962001725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,12,7,77,24,1,0,0,4,6,21,14,0,28,0,0,0,0,0,63,98,81,0,2,0,0.4168454798651965,0.3726749030552454,0,0,0,0,0,0.5428885260324524,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1
4,3,7,47,32,0,0,0,11,11,10,6,0,101,0,0,0,0,0,134,116,153,0,0,0,0.6085466552284129,0.16855713255939764,0,0,0,0,0,0.4854552827253862,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0
4,4,16,195,11,8,0,0,14,15,7,8,0,4,0,0,0,0,0,99,88,128,0,2,0,0.6953513662950129,0.19555019528739526,0,0,0,0,0,0.49444499901855365,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0
19,1,17,97,50,8,0,0,4,18,4,13,0,68,0,0,0,0,0,65,151,28,0,2,0,0.5428240418812889,0.6244560781292322,0,0,0,0,0,0.09167289321045435,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
14,10,13,252,39,8,0,0,15,9,15,19,0,92,0,0,0,0,0,118,27,36,0,2,0,0.6753540279589233,0.5634495005189695,0,0,0,0,0,0.3138763395017431,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0
10,4,1,213,34,0,0,0,11,5,3,1,0,20,0,0,0,0,0,52,13,69,0,2,0,0.11555313864853045,0.8630663330265894,0,0,0,0,0,0.9015538087912782,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
14,12,11,208,25,8,0,0,12,12,1,20,0,84,0,0,0,0,0,51,85,19,0,2,0,0.6445175175335502,0.4503781429937539,0,0,0,0,0,0.08651987256055627,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0
19,0,6,103,10,2,0,0,1,2,3,0,0,8,0,0,0,0,0,130,35,42,0,0,0,0.09841968910779575,0.24627808246433902,0,0,0,0,0,0.05056041417716406,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0
13,10,13,60,11,8,0,0,2,17,9,1,0,14,0,0,0,0,0,64,129,5,0,0,0,0.3139278876261822,0.3307281216761637,0,0,0,0,0,0.2159119272419534,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0
11,13,13,225,36,7,0,0,7,5,3,13,0,32,0,0,0,0,0,123,5,173,0,2,0,0.9628148928922569,0.26262063372654887,0,0,0,0,0,0.9110462110805728,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1
7,10,10,168,39,0,0,0,12,3,0,15,0,53,0,0,0,0,0,29,131,176,0,1,0,0.11523415900949985,0.598610835088848,0,0,0,0,0,0.4968920589349628,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0
9,4,3,79,18,1,0,0,12,17,21,3,0,32,0,0,0,0,0,55,59,66,0,1,0,0.5319850368750059,0.49033963013614246,0,0,0,0,0,0.6863515304025106,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1
16,5,2,185,32,0,0,0,6,7,14,6,0,72,0,0,0,0,0,92,40,64,0,2,0,0.6587110441289195,0.00597265652813983,0,0,0,0,0,0.927336631138278,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1
16,11,5,183,27,4,0,0,5,1,8,0,0,16,0,0,0,0,0,11,134,84,0,1,0,0.7814974213356756,0.45321971662916094,0,0,0,0,0,0.4157628279409147,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0
19,11,6,36,35,8,0,0,1,14,15,6,0,2,0,0,0,0,0,114,22,141,0,1,0,0.27258971326640025,0.6622918786513241,0,0,0,0,0,0.2558125353583731,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
17,3,16,181,39,2,0,0,7,13,2,1,0,47,0,0,0,0,0,40,80,113,0,0,0,0.8113162188207695,0.17854590423716488,0,0,0,0,0,0.1279247044322781,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0
2,11,15,210,43,6,0,0,15,4,8,18,0,38,0,0,0,0,0,62,89,124,0,1,0,0.573465258813307,0.6358048291535284,0,0,0,0,0,0.09008756347995828,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
12,0,2,188,13,1,0,0,5,9,4,4,0,45,0,0,0,0,0,11,29,117,0,2,0,0.04957856650960191,0.013225914408174999,0,0,0,0,0,0.7320314332884832,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1
4,9,4,106,15,0,0,0,11,17,22,15,0,67,0,0,0,0,0,40,147,140,0,0,0,0.9907889854367854,0.413088802578243,0,0,0,0,0,0.5606257158122574,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
9,7,15,23,44,7,0,0,9,4,3,2,0,18,0,0,0,0,0,57,0,46,0,1,0,0.5889039021557293,0.5795603419795232,0,0,0,0,0,0.49369184458630366,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0
1,7,11,222,40,7,0,0,1,6,12,21,0,83,0,0,0,0,0,60,4,154,0,2,0,0.6407580042545868,0.7757756001040648,0,0,0,0,0,0.32032258356515386,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0
14,8,1,149,35,6,0,0,5,14,1,12,0,75,0,0,0,0,0,109,5,106,0,2,0,0.3459425754473163,0.13345999551909926,0,0,0,0,0,0.08996296607957632,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0
8,1,6,12,10,7,0,0,9,13,11,6,0,107,0,0,0,0,0,87,134,90,0,0,0,0.7580534659177148,0.9073655994406045,0,0,0,0,0,0.5406248801476465,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1
20,8,3,220,45,6,0,0,13,13,9,16,0,83,0,0,0,0,0,67,3,182,0,1,0,0.4013050219035177,0.9774519296427164,0,0,0,0,0,0.20044871804313547,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0
18,9,1,134,47,7,0,0,5,18,13,8,0,82,0,0,0,0,0,86,71,60,0,0,0,0.7837589814297057,0.0940010231864481,0,0,0,0,0,0.24089589189002492,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
8,4,16,203,34,5,0,0,3,15,18,3,0,12,0,0,0,0,0,114,76,149,0,2,0,0.8552460939788498,0.9560648368022492,0,0,0,0,0,0.18035178869289048,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0
13,10,11,162,4,8,0,0,15,1,2,14,0,91,0,0,0,0,0,17,63,70,0,0,0,0.1299129254636937,0.04922009401893723,0,0,0,0,0,0.35042600042403604,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0
18,3,14,36,26,8,0,0,2,10,16,17,0,76,0,0,0,0,0,112,95,62,0,1,0,0.13333666140934364,0.001820268008762227,0,0,0,0,0,0.6637308109632886,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1
20,11,11,144,15,7,0,0,15,2,17,5,0,7,0,0,0,0,0,37,157,96,0,2,0,0.17131296191887568,0.05392581924458806,0,0,0,0,0,0.23922018691139635,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
13,10,1,131,21,0,0,0,9,14,13,15,0,6,0,0,0,0,0,105,37,177,0,1,0,0.5358543249158766,0.8837658266410737,0,0,0,0,0,0.1364689495358209,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0
6,10,2,23,43,1,0,0,13,10,18,12,0,16,0,0,0,0,0,135,82,32,0,1,0,0.9885725498405254,0.6093276590540531,0,0,0,0,0,0.30990605191135134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,9,181,13,0,0,0,3,7,9,5,0,21,0,0,0,0,0,9,145,133,0,2,0,0.547561909486518,0.29617922304773436,0,0,0,0,0,0.059741240604063606,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0
18,7,14,32,51,0,0,0,11,6,1,5,0,22,0,0,0,0,0,112,107,4,0,2,0,0.3970999460790492,0.31487980029304863,0,0,0,0,0,0.11167935804544538,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0
13,4,9,71,28,1,0,0,2,14,11,2,0,10,0,0,0,0,0,43,4,17,0,2,0,0.7556229590653517,0.7681676149401446,0,0,0,0,0,0.527916464551546,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1
8,2,1,35,6,6,0,0,15,6,16,18,0,45,0,0,0,0,0,16,89,78,0,2,0,0.6871520333625845,0.7306486043022362,0,0,0,0,0,0.9446256354732889,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0
6,3,6,57,7,0,0,0,4,8,16,6,0,92,0,0,0,0,0,91,14,181,0,0,0,0.03687290913902819,0.7833527055070341,0,0,0,0,0,0.9483990221131142,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
8,5,14,203,30,6,0,0,15,9,12,10,0,12,0,0,0,0,0,36,2,158,0,2,0,0.7283848951410226,0.2660917386502678,0,0,0,0,0,0.968106257899742,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1
11,10,10,178,42,8,0,0,5,13,18,12,0,26,0,0,0,0,0,95,95,64,0,2,0,0.7105722982347701,0.8416424963676549,0,0,0,0,0,0.6944736798401078,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1
7,2,1,75,38,5,0,0,10,2,18,21,0,48,0,0,0,0,0,106,73,12,0,2,0,0.47722994722597467,0.8031441515476766,0,0,0,0,0,0.7638483695401028,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0
11,6,7,210,26,5,0,0,12,15,8,21,0,47,0,0,0,0,0,94,19,126,0,1,0,0.9554537609329266,0.6029357259800242,0,0,0,0,0,0.15213586717655814,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,1
2,0,4,30,42,1,0,0,1,18,9,17,0,22,0,0,0,0,0,55,44,35,0,1,0,0.17004910355919756,0.9985289851756286,0,0,0,0,0,0.6592873303471534,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,1
17,2,16,217,10,0,0,0,15,14,11,13,0,37,0,0,0,0,0,78,73,136,0,1,0,0.5584430519855157,0.09979223113509006,0,0,0,0,0,0.27597654907264213,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0
6,9,11,48,21,7,0,0,14,13,12,13,0,60,0,0,0,0,0,69,49,155,0,2,0,0.7170357486487182,0.20853581267772647,0,0,0,0,0,0.007991005281643204,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0
2,12,8,242,7,2,0,0,2,18,2,20,0,13,0,0,0,0,0,120,126,136,0,1,0,0.9258110296322084,0.491924207212725,0,0,0,0,0,0.4264199538892034,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
12,5,14,172,14,7,0,0,2,8,3,3,0,19,0,0,0,0,0,44,49,21,0,1,0,0.28609681902761885,0.34378321686038926,0,0,0,0,0,0.7774508503580381,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1
20,13,10,237,20,0,0,0,11,2,9,3,0,81,0,0,0,0,0,116,57,17,0,2,0,0.74413929731024,0.8150288212587091,0,0,0,0,0,0.33023121860488247,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0
12,6,15,68,34,0,0,0,14,11,5,13,0,52,0,0,0,0,0,21,136,14,0,2,0,0.08342514895576092,0.35810667513610384,0,0,0,0,0,0.7178814409511727,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1
4,10,13,237,38,1,0,0,1,4,7,6,0,29,0,0,0,0,0,127,53,1,0,1,0,0.7649143635155389,0.9819590392443487,0,0,0,0,0,0.7954928034203165,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
11,4,2,56,22,4,0,0,0,16,5,16,0,88,0,0,0,0,0,31,103,120,0,1,0,0.41138100324668603,0.8538305255441372,0,0,0,0,0,0.09453153141676607,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
