id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
8922,2,1,1,80,0,0,0,0,4,0,0,1,0,20,1,1,0,0,0,0,16,20,66,0,0,0,0.0,0.0103946287,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
3449,3,1,4,78,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,17,47,0,0,0,0,0.0,0.2880772719,0,1,0,0,0,0.9776380186,0,0,0,0,1,0,0,0,0,0,1,1,1,-1,1
1598,2,1,3,68,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,41,0,0,0,0,0.0,0.0078969174,0,1,0,0,0,0.9723307466,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
8738,2,1,3,52,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,16,18,0,0,0,0,0.0,0.0186437394,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8135,2,0,2,67,4,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,39,0,0,0,0,0.2168310978,0.3429528455,0,0,0,0,1,0.0184623441,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
7846,1,0,2,76,5,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,10,42,0,0,1,0,0.1271551249,1.0,1,1,0,1,1,0.0030796372,0,0,0,0,0,1,0,0,1,1,1,0,0,-1,0
9932,2,1,0,44,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,12,17,0,0,0,0,0.0933178317,1.0,0,1,0,0,0,0.00184673,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
8984,2,0,1,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,14,0,0,0,0,0.0,0.0050966047,0,1,1,0,0,0.0048084293,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
3579,2,1,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,13,0,0,1,0,0.9249997426,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
4588,2,1,5,158,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,12,25,0,0,0,0,0.9376071832,0.8258763833,1,1,0,0,0,0.0020147526,0,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
8750,1,0,0,44,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,13,0,0,0,0,0.1476051233,0.1167443804,0,1,1,0,0,0.0019854348,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
9011,1,0,3,64,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,20,10,0,0,0,0,0.0008352837,0.243906942,0,1,0,1,0,0.0012758334,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
9154,2,1,2,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,21,0,0,0,0,0.0,0.6696755579,0,1,0,0,0,0.0034853646,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
6179,2,1,3,127,7,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,14,69,0,0,0,0,0.1495021948,0.3426192808,0,1,0,0,0,0.0005412952,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
3341,3,1,4,213,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,19,22,0,0,1,0,0.0,0.8745038448,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,-1,1
8871,2,1,3,60,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,19,18,0,0,0,0,0.0033157811,0.3493492194,0,1,0,0,0,0.0011034766,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2038,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,15,0,0,0,0,0.0003941344,0.3203308327,0,1,0,0,0,0.0008521159,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
7031,1,0,4,90,1,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,46,0,0,0,0,0.0263768331,0.2350687258,0,1,1,0,0,0.0005148965,0,0,0,0,0,1,0,0,1,0,1,-1,0,1,0
188,2,0,5,135,3,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,23,52,0,0,0,0,0.0,0.1039036689,0,1,1,0,0,0.9761369961,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
9014,1,0,1,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,13,0,0,0,0,0.239518753,0.3260535668,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1743,2,0,5,69,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,45,0,0,0,0,0.0,0.1222881564,0,1,1,0,0,0.139931687,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
2596,2,4,8,75,1,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,49,79,0,0,1,0,0.0003785736,0.0056906858,0,1,0,0,0,0.9612039473,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,1
5078,9,0,5,149,4,0,0,0,0,0,2,0,0,9,1,1,0,0,1,0,13,97,0,0,0,0,0.0401342869,0.240160288,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
5629,1,1,5,103,4,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,24,59,0,0,0,0,0.1568412014,0.3910820297,0,1,1,0,1,0.0262252794,0,0,0,0,0,1,0,0,1,-1,0,-1,0,-1,0
5533,2,1,4,119,0,0,0,0,0,0,1,0,0,8,1,1,0,0,1,0,22,80,0,0,0,1,0.0,0.8590334056,0,1,0,0,0,0.0433090574,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
2074,2,1,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,20,0,0,0,0,0.2381234101,1.0,1,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,1,0
9357,3,1,1,42,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,15,18,0,0,0,0,0.2763509119,1.0,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
2590,2,0,3,48,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,20,0,0,0,0,0.0,0.1549433834,0,1,0,0,0,0.965628408,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1
9464,2,0,3,56,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,56,0,0,0,0,0.0395900815,0.3059145893,0,1,0,1,1,0.1842373985,0,0,0,0,1,1,0,0,1,-1,0,0,0,1,0
9253,2,1,1,62,2,0,0,0,2,0,2,0,0,6,1,0,0,0,0,0,17,17,0,0,0,0,0.0,0.6105792266,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
4963,1,0,3,45,1,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,9,79,48,0,0,0,0.0686698686,0.8855540291,1,1,1,0,0,0.0029452742,0,0,0,0,0,1,1,0,1,-1,1,1,0,1,0
22,2,0,2,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,18,0,0,0,0,0.0,0.0050219718,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8861,2,1,0,50,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,16,13,0,0,0,0,0.0,0.2649417196,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9334,2,1,1,59,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,31,0,0,0,0,0.0562603896,0.3432270993,0,0,1,0,1,0.0239669236,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
6199,9,0,6,232,0,0,0,0,0,0,5,1,0,2,1,1,0,0,0,0,12,39,44,0,1,0,0.0,0.5383432871,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
4834,3,1,3,75,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,29,34,0,0,0,1,0.0212808993,0.2706357878,0,1,0,0,0,0.9558151841,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
9331,2,1,0,39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,12,0,0,0,0,0.0,0.6237006948,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1477,5,6,4,146,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,60,45,0,0,0,0,0.0,0.0,0,1,1,0,0,0.9859112977,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1
1446,2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,31,0,0,0,0,0.6792025234,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
7021,1,1,4,52,3,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,14,55,0,0,0,0,0.0,0.6086716284,0,1,0,0,0,0.0349886581,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
403,2,1,6,62,0,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,19,25,0,0,0,0,0.9602329525,1.0,0,1,0,0,0,0.0017219925,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,1
7006,3,1,5,116,11,0,0,0,1,0,0,0,0,7,1,1,0,0,1,0,19,83,68,0,0,0,0.3326738672,0.265875257,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
7865,2,1,5,65,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,52,0,0,0,0,0.2086454718,1.0,1,1,0,1,0,0.0018621743,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
2575,5,4,5,75,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,16,41,0,0,2,0,0.0210290613,0.0068123574,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,-1,1
5487,3,1,5,85,4,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,33,0,0,0,0,0.126562361,0.1045191036,0,0,0,0,0,0.0727505102,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
286,5,0,4,185,0,0,0,0,1,0,0,10,0,49,1,1,0,0,0,0,14,22,146,0,1,0,0.908202218,0.8157220183,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
863,3,1,5,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,14,0,0,0,0,0.5964521972,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
3657,2,1,3,108,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,14,6,0,0,0,0,0.7970150902,0.4786377254,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
89,2,0,4,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,42,0,0,1,0,0.9097877132,0.0007194435,0,1,0,0,0,0.0006668778,1,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2337,5,1,5,76,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,17,82,0,0,0,0,0.9469672866,0.8214548479,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,-1,0,-1,1,-1,-1,1
322,2,1,4,48,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,15,19,0,0,1,0,0.0,0.1167625406,0,1,0,0,0,0.0006485426,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
7051,1,0,3,76,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,11,54,0,0,0,0,0.0,0.1194898158,0,1,0,0,1,0.1063678085,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1800,11,0,4,176,1,0,0,0,1,0,1,0,0,10,1,0,0,0,1,0,25,21,153,0,0,0,0.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
9475,2,0,3,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,5,0,0,0,0,0.2523649773,0.0065769966,0,0,0,0,0,0.0001741063,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1555,2,1,6,66,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,15,28,0,0,0,0,0.7406085089,0.0144658953,1,1,0,0,0,0.0017539211,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
5237,1,1,5,130,7,0,0,0,0,0,6,0,0,15,1,1,0,0,1,0,23,80,0,0,0,0,0.0021198707,0.8629681683,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
7311,3,1,3,107,7,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,16,100,0,0,0,0,0.0,0.8816266386,0,1,0,0,1,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
116,2,1,3,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,22,0,0,1,0,0.0,0.0020239364,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
6174,1,0,3,144,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,12,83,0,0,0,0,0.0919995401,0.3338500593,0,0,1,0,1,0.0467695447,0,0,0,0,1,1,0,0,1,-1,1,-1,0,1,0
7343,2,1,5,107,5,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,15,69,0,0,0,0,0.2955246056,0.399377075,1,1,1,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,1,0
270,3,2,8,96,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,29,0,0,0,0,0.0342119239,0.0964410648,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
7547,1,0,1,101,7,0,0,0,6,0,1,1,0,8,1,0,0,0,1,0,13,13,85,0,0,0,0.2029174096,0.3275490976,1,0,0,0,0,7.4912e-06,0,0,0,0,0,1,0,0,1,-1,0,-1,0,1,0
7789,2,1,1,109,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,17,56,40,0,0,0,0.1078217982,0.3210692679,0,1,0,0,0,0.0029791242,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
280,4,1,4,68,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,13,27,0,0,1,0,0.920196445,0.105565,0,1,0,0,0,0.0002809279,1,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,1
2637,3,1,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,14,0,0,0,0,0.9443534048,1.0,1,1,0,0,0,0.0015450694,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3172,2,1,5,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,22,0,0,0,0,0.0,0.0151565287,0,0,0,0,1,0.0054555973,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3402,2,0,3,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,39,0,0,0,0,0.0,0.0,0,1,0,0,0,0.9893476432,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
234,4,1,4,97,2,0,0,0,0,0,1,6,0,29,1,0,0,0,0,0,17,32,87,0,1,0,0.6193279021,0.2837920556,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
6101,4,0,3,115,1,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,12,76,0,0,0,0,0.044277185,0.0659176258,1,1,0,0,0,0.9649362865,1,0,1,0,0,1,0,0,1,-1,1,1,-1,1,0
9442,1,1,3,77,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,25,0,0,0,0,0.1114112175,0.2905961213,0,1,0,1,1,0.1878630236,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
653,3,1,3,45,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,17,31,0,0,0,0,0.7091580048,0.9986523431,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
1291,5,5,5,68,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,9,79,0,0,1,0,0.0,0.1569932243,1,1,0,0,0,0.0048116795,1,0,0,0,0,0,1,0,1,0,1,1,-1,-1,1
498,3,0,6,103,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,30,0,0,0,0,0.0369673018,0.0088014821,0,1,0,0,0,0.854890262,0,0,0,0,0,1,0,0,1,-1,1,1,0,-1,1
9461,2,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,8,0,0,0,0,0.0,0.1511010005,0,1,0,0,0,0.0015887925,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
463,3,1,3,45,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,16,47,0,0,0,0,0.0009552071,0.117584957,1,1,0,0,0,0.0022158425,1,0,0,0,0,0,0,0,1,1,0,1,-1,-1,1
6967,1,0,3,78,1,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,10,27,11,0,0,0,0.1495546595,0.2534736109,1,0,0,0,1,0.0955596739,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,0
177,2,1,5,102,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,35,0,0,0,0,0.0,0.0,0,1,0,0,0,0.9724613672,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3577,2,1,3,54,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,19,0,0,0,0,0.9109861401,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
4436,3,1,5,122,7,0,0,0,0,0,0,0,0,11,1,1,0,0,1,0,16,83,0,0,0,0,0.728989124,1.0,1,1,0,0,0,0.002753975,1,0,0,0,0,1,0,0,1,-1,-1,0,0,-1,0
557,2,1,5,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,31,0,0,1,0,0.0072944652,0.0060103226,0,1,0,0,0,0.9579760404,1,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3800,3,2,5,69,1,1,0,0,0,0,0,0,0,21,1,1,0,1,1,0,26,48,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
6908,2,1,2,85,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,14,37,0,0,0,0,0.0055830538,0.4047771416,0,1,1,1,1,0.0041779518,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
6472,1,0,1,101,8,0,0,0,1,0,1,2,0,7,1,1,0,0,0,0,15,63,23,0,0,0,0.0780292884,0.2837167124,0,0,0,0,0,0.0042453759,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
4615,3,1,5,138,5,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,19,55,0,0,0,0,0.0,0.0799829389,0,1,1,0,0,0.0191296976,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,1,0
100,2,1,1,251,0,0,0,0,0,0,2,1,0,9,1,0,1,0,0,0,26,17,84,0,0,0,0.0001023473,0.0081300132,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
432,7,1,3,194,0,0,0,0,1,0,0,6,0,52,1,0,0,0,0,0,15,37,94,0,1,0,0.0019458329,0.2748963217,0,1,0,0,0,0.0007177616,1,0,0,0,0,0,0,0,1,-1,0,1,0,-1,1
3511,3,0,3,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,21,0,0,0,0,0.0,0.0948156067,0,1,0,0,0,0.9895045589,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1
1,7,1,9,197,0,0,0,0,3,1,7,13,0,53,1,1,0,0,1,0,18,118,164,0,1,0,0.0,0.1144648557,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
491,4,1,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,18,0,0,0,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,1,0
1426,2,0,5,78,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,15,67,0,0,0,0,0.0005825444,0.11387502,0,1,0,0,0,0.9905351627,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
250,4,1,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,19,0,0,0,0,0.932983021,0.1681155333,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,0,-1,1
2639,2,0,0,55,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,30,25,0,0,0,0,0.0,0.0056699354,0,1,0,0,0,0.9859063426,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
386,2,0,5,62,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,34,0,0,0,0,0.259789006,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1
215,6,1,10,225,1,0,0,0,4,0,0,12,0,46,1,0,0,0,0,0,17,40,94,0,2,0,0.0,0.0005225932,1,1,0,0,0,0.0018693054,1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1
1311,3,1,5,170,0,0,0,0,2,0,5,10,0,0,1,1,0,0,0,0,19,18,0,0,1,0,0.7357494486,0.0130162937,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4365,1,1,5,56,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,9,31,0,0,0,0,0.3444485662,0.994212715,0,1,1,0,1,0.0366794443,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1,0
2784,1,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,15,0,0,0,0,0.0,0.0102783136,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
631,5,0,3,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,36,0,0,1,0,0.937053215,0.9955602255,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
8322,1,1,3,81,0,0,0,0,1,0,1,2,0,2,1,1,0,0,0,0,11,60,26,0,0,0,0.0672648305,0.5563302182,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0
9536,2,1,0,68,4,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,8,0,0,0,0,0.0973600792,0.2838606749,0,0,0,0,0,0.0153546029,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
627,3,2,5,109,1,3,0,0,0,0,0,0,0,23,1,1,0,1,1,0,24,49,0,0,0,0,0.0,0.0080312577,0,1,0,0,0,0.9637236696,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,1
8033,2,1,7,84,3,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,16,27,67,0,0,0,0.0,0.1366366575,0,1,0,0,1,0.000394661,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2314,2,0,3,54,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,54,0,0,0,0,0.9807185866,0.998942589,1,1,0,0,0,0.3852273851,1,0,0,1,0,1,0,0,1,1,-1,1,-1,-1,1
9208,2,1,3,140,0,0,0,0,1,0,3,0,0,1,1,1,0,0,0,0,12,20,52,0,0,0,0.0,0.2223671327,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
8621,2,1,3,72,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,18,19,0,0,0,0,0.0,0.0030097812,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
8980,1,1,2,89,9,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,26,53,0,0,0,0,0.0442568819,0.817258641,1,1,0,0,0,0.0320365374,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
3305,7,1,3,101,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,35,0,0,1,0,0.0,0.003096973,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,-1,1
6578,2,1,5,103,5,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,15,55,0,0,0,0,0.0515123131,0.2786671796,0,1,1,0,0,0.0251682755,0,0,0,0,0,1,0,0,0,-1,1,1,0,1,0
6078,3,2,5,69,5,4,0,0,0,0,0,0,0,8,1,1,0,1,1,0,12,87,0,0,0,0,0.031490338,0.0877585515,0,1,0,0,0,0.0835965348,0,0,1,0,0,1,0,0,0,-1,0,1,0,-1,0
591,2,1,3,60,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,26,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0029011879,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
86,3,1,2,48,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,21,41,0,0,1,0,0.0,0.9064278109,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
6414,13,1,3,200,7,0,0,0,1,0,3,1,0,6,1,0,0,0,0,0,17,76,139,0,0,0,0.0266354047,0.3814744547,0,1,0,0,0,0.0003955037,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0
7205,2,0,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,38,0,0,0,0,0.0325040974,0.0075532874,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
6866,2,0,3,106,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,36,0,0,0,0,0.1364926071,0.327171037,0,1,0,0,0,0.1034470717,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
357,4,0,4,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,30,0,0,1,0,0.9577972548,0.05080213,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4259,2,1,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,11,0,0,0,0,0.895052802,0.1269484217,0,0,0,0,0,0.0027218041,1,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
8934,2,0,3,53,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,15,20,0,0,0,0,0.0,0.0122425654,0,0,0,0,0,0.0012635635,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
59,2,1,3,76,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,35,0,0,1,0,0.0,0.0139671858,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
